+----------+----------------------------------------------------------------------------------------------------------------------------------------------------------+------+
|    id    |                                                                          title                                                                           | year |
| 2343739  | My Departure                                                                                                                                             | 2012 |
| 2343743  | The Age of Anxiety                                                                                                                                       | 2012 |
| 2343747  | The Arriviste                                                                                                                                            | 2012 |
| 2343761  | The Henchman's War                                                                                                                                       | 2012 |
| 2343775  | The Ripping                                                                                                                                              | 2012 |
| 2343827  | Whole Lotta Views                                                                                                                                        | 2012 |
| 2343932  | Dark Fist                                                                                                                                                | 2012 |
| 2344418  | Rooted Lands/Tierras Arraigadas                                                                                                                          | 2012 |
| 2344436  | Belo Monte: Anúncio de uma guerra                                                                                                                        | 2012 |
| 2344700  | The Epic Adventures of Lakegirl                                                                                                                          | 2012 |
| 2344824  | Friday                                                                                                                                                   | 2012 |
| 2344870  | Missing Home (the Last Days of Beijing Hutongs)                                                                                                          | 2012 |
| 2345108  | The Making of 'Dracula and Stoker'                                                                                                                       | 2012 |
| 2345513  | Das Hochzeitsvideo                                                                                                                                       | 2012 |
| 2345527  | Duplicando                                                                                                                                               | 2012 |
| 2345539  | Extraños en la noche                                                                                                                                     | 2012 |
| 2345545  | Fish Story: The Curse of Mocatawbi Pond                                                                                                                  | 2012 |
| 2345561  | Grandmaster                                                                                                                                              | 2012 |
| 2345573  | How to Act and Eat at the Same Time                                                                                                                      | 2012 |
| 2345625  | Lost Lagoon                                                                                                                                              | 2012 |
| 2345683  | Plop wordt kabouterkoning                                                                                                                                | 2012 |
| 2345695  | Roadside Massacre                                                                                                                                        | 2012 |
| 2345697  | Runners                                                                                                                                                  | 2012 |
| 2346002  | Halfway There                                                                                                                                            | 2012 |
| 2346034  | The WitcHunt                                                                                                                                             | 2012 |
| 2346048  | The Road                                                                                                                                                 | 2012 |
| 2346078  | Twisted: The Devil in Her Mind                                                                                                                           | 2012 |
| 2346094  | Girls on a Boat                                                                                                                                          | 2012 |
| 2346354  | Yugo and Lala                                                                                                                                            | 2012 |
| 2346378  | El ingeniero                                                                                                                                             | 2012 |
| 2346544  | Thundersky                                                                                                                                               | 2012 |
| 2346744  | Cigarette Ki Tarah                                                                                                                                       | 2012 |
| 2346916  | Fighting for Peace                                                                                                                                       | 2012 |
| 2347162  | Bat Romance                                                                                                                                              | 2012 |
| 2347174  | Paul McCartney's Live Kisses                                                                                                                             | 2012 |
| 2347259  | ARD-Legenden Joachim Fuchsberger                                                                                                                         | 2012 |
| 2347289  | Bittoo Boss                                                                                                                                              | 2012 |
| 2347411  | Koch Brothers Exposed                                                                                                                                    | 2012 |
| 2347479  | Pavilion                                                                                                                                                 | 2012 |
| 2347495  | Shakespeare Tong Tai                                                                                                                                     | 2012 |
| 2347497  | Silent Night                                                                                                                                             | 2012 |
| 2347503  | Social Anxiety                                                                                                                                           | 2012 |
| 2347569  | Frances Ha                                                                                                                                               | 2012 |
| 2347698  | Demon God                                                                                                                                                | 2012 |
| 2347782  | Animen: The Galactic Battle                                                                                                                              | 2012 |
| 2347798  | Rowd                                                                                                                                                     | 2012 |
| 2347880  | On Landguard Point                                                                                                                                       | 2012 |
| 2347888  | Truckstop Bloodsuckers                                                                                                                                   | 2012 |
| 2347896  | Aldus Libelle                                                                                                                                            | 2012 |
| 2348316  | Doco Challenge Israel - 2012                                                                                                                             | 2012 |
| 2348342  | Nature's Invitation                                                                                                                                      | 2012 |
| 2348370  | Build Me a World: The Story of the Howard School                                                                                                         | 2012 |
| 2348380  | Mission 10 Documentary                                                                                                                                   | 2012 |
| 2348434  | Greenwood Manor                                                                                                                                          | 2012 |
| 2348762  | Wedding of the Century                                                                                                                                   | 2012 |
| 2348786  | Knowland                                                                                                                                                 | 2012 |
| 2348890  | Memoria para reincidentes                                                                                                                                | 2012 |
| 2348924  | Monday Night Rock Gods                                                                                                                                   | 2012 |
| 2348930  | Turned Towards the Sun                                                                                                                                   | 2012 |
| 2349098  | Skazka. Est                                                                                                                                              | 2012 |
| 2349126  | Muzhchina s garantiey                                                                                                                                    | 2012 |
| 2349202  | Bury Me Again                                                                                                                                            | 2012 |
| 2349298  | Sadourni's Butterflies                                                                                                                                   | 2012 |
| 2349332  | Boyz of Summer                                                                                                                                           | 2012 |
| 2349406  | Right in the Cloaca!                                                                                                                                     | 2012 |
| 2349476  | Der Gärtner                                                                                                                                              | 2012 |
| 2349508  | Haghighi                                                                                                                                                 | 2012 |
| 2349643  | A Man Called Nereus                                                                                                                                      | 2012 |
| 2349675  | Every Breath You Take                                                                                                                                    | 2012 |
| 2349700  | Bhagaude                                                                                                                                                 | 2012 |
| 2349721  | La Lectora                                                                                                                                               | 2012 |
| 2349731  | Lockdown: Red Moon Escape                                                                                                                                | 2012 |
| 2349805  | Skum Quixote                                                                                                                                             | 2012 |
| 2349854  | Cinéma Inch'Allah!                                                                                                                                       | 2012 |
| 2349865  | We Are Here                                                                                                                                              | 2012 |
| 2350432  | Free Angela and All Political Prisoners                                                                                                                  | 2012 |
| 2350436  | Jalda und Anna - Erste Generation danach                                                                                                                 | 2012 |
| 2350498  | Man of Glass                                                                                                                                             | 2012 |
| 2350500  | Gooby Pls                                                                                                                                                | 2012 |
| 2350608  | Revolution                                                                                                                                               | 2012 |
| 2350626  | Le nez dans le ruisseau                                                                                                                                  | 2012 |
| 2350676  | Bilderberg'$ Club                                                                                                                                        | 2012 |
| 2350680  | Mothers Day                                                                                                                                              | 2012 |
| 2350736  | My Horrible Grandma                                                                                                                                      | 2012 |
| 2350742  | Wild and Precious                                                                                                                                        | 2012 |
| 2350746  | Eppadi Manasukkul Vandhai                                                                                                                                | 2012 |
| 2350954  | Santa's Summer House                                                                                                                                     | 2012 |
| 2350984  | Guniguni                                                                                                                                                 | 2012 |
| 2351064  | Some Stay Strong                                                                                                                                         | 2012 |
| 2351128  | Ever Loving Ocean of Blues                                                                                                                               | 2012 |
| 2351177  | Bhooter Bhabishyat                                                                                                                                       | 2012 |
| 2351277  | Colère                                                                                                                                                   | 2012 |
| 2351336  | Shaqwanda. Cracking the Crack Addiction                                                                                                                  | 2012 |
| 2351385  | Tian xin qiao ke li                                                                                                                                      | 2012 |
| 2351393  | The Exorcist in the 21st Century                                                                                                                         | 2012 |
| 2351417  | Trans                                                                                                                                                    | 2012 |
| 2351524  | La educación prohibida                                                                                                                                   | 2012 |
| 2351766  | Angelina Ballerina: Dreams Do Come True                                                                                                                  | 2012 |
| 2351828  | The Housesitter                                                                                                                                          | 2012 |
| 2352244  | Doktor M.H. - Kes on Marie Johansson                                                                                                                     | 2012 |
| 2352422  | Briefe aus der Deportation, Französischer Widerstand und der Weg nach Auschwitz                                                                          | 2012 |
| 2352432  | Stealth                                                                                                                                                  | 2012 |
| 2352524  | Los increíbles                                                                                                                                           | 2012 |
| 2352686  | A Place in the World                                                                                                                                     | 2012 |
| 2353506  | Carmela, Saved by the Buccaneers                                                                                                                         | 2012 |
| 2353751  | 1+1=100 oder Die Schule des Lebens                                                                                                                       | 2012 |
| 2353775  | Ab Hoga Dharna Unlimited                                                                                                                                 | 2012 |
| 2353777  | Abgetaucht. Wenn Menschen den Kontakt abbrechen                                                                                                          | 2012 |
| 2353783  | Acropolis Rally: The Rally of Gods                                                                                                                       | 2012 |
| 2353799  | Anraibarudo                                                                                                                                              | 2012 |
| 2353801  | Apabad                                                                                                                                                   | 2012 |
| 2353807  | As Goes Janesville                                                                                                                                       | 2012 |
| 2353824  | Janleva 555                                                                                                                                              | 2012 |
| 2353847  | Blanc                                                                                                                                                    | 2012 |
| 2353848  | Love Is Where You Find It 2                                                                                                                              | 2012 |
| 2353855  | Born Naked (MLB)                                                                                                                                         | 2012 |
| 2353867  | Bully                                                                                                                                                    | 2012 |
| 2353897  | El Rocío es compartir                                                                                                                                    | 2012 |
| 2353913  | Daddy Issues                                                                                                                                             | 2012 |
| 2353917  | Darkness and Hope                                                                                                                                        | 2012 |
| 2353965  | Frequency                                                                                                                                                | 2012 |
| 2353998  | Tracing Shadows                                                                                                                                          | 2012 |
| 2354069  | Hattrick                                                                                                                                                 | 2012 |
| 2354113  | In a Race Against Time                                                                                                                                   | 2012 |
| 2354124  | Rumah Bekas Kuburan                                                                                                                                      | 2012 |
| 2354141  | Kotsutsubo                                                                                                                                               | 2012 |
| 2354196  | Croczilla                                                                                                                                                | 2012 |
| 2354205  | McCullin                                                                                                                                                 | 2012 |
| 2354223  | Mumbai's King                                                                                                                                            | 2012 |
| 2354243  | No hay lugar lejano                                                                                                                                      | 2012 |
| 2354247  | Off Label                                                                                                                                                | 2012 |
| 2354263  | Poker Generation                                                                                                                                         | 2012 |
| 2354365  | Splash Area                                                                                                                                              | 2012 |
| 2354407  | Teri Meri Kahaani                                                                                                                                        | 2012 |
| 2354424  | Biografía de un bebé                                                                                                                                     | 2012 |
| 2354433  | The Greatest Gift 2.0                                                                                                                                    | 2012 |
| 2354437  | The Ice Cream Wars                                                                                                                                       | 2012 |
| 2354457  | The Other Side of Silence                                                                                                                                | 2012 |
| 2354473  | The Rightless                                                                                                                                            | 2012 |
| 2354479  | The Spirit of Albion                                                                                                                                     | 2012 |
| 2354492  | Raising the Dead                                                                                                                                         | 2012 |
| 2354513  | Tina & Bettina: The Movie                                                                                                                                | 2012 |
| 2354525  | Triad                                                                                                                                                    | 2012 |
| 2354531  | Two Steps from a Dead End                                                                                                                                | 2012 |
| 2354565  | Weißes Blut                                                                                                                                              | 2012 |
| 2354571  | Y... ¿Quién mató al mayordomo?                                                                                                                           | 2012 |
| 2354646  | A Paixón de María Soliña                                                                                                                                 | 2012 |
| 2354914  | Malcolm's (Sixth)                                                                                                                                        | 2012 |
| 2354956  | Shyamal Uncle Turns Off the Lights                                                                                                                       | 2012 |
| 2355144  | Kern                                                                                                                                                     | 2012 |
| 2355332  | New Life in Congo                                                                                                                                        | 2012 |
| 2355352  | Tak pakhnet lyubov                                                                                                                                       | 2012 |
| 2355478  | Char... The No-Man's Island                                                                                                                              | 2012 |
| 2355520  | OnePeople: The Celebration                                                                                                                               | 2012 |
| 2355551  | Ordos 100                                                                                                                                                | 2012 |
| 2355557  | El paciente interno                                                                                                                                      | 2012 |
| 2355571  | So Sorry                                                                                                                                                 | 2012 |
| 2355575  | Fenster zum Jenseits                                                                                                                                     | 2012 |
| 2355597  | Game Night                                                                                                                                               | 2012 |
| 2355631  | Heavy Hands                                                                                                                                              | 2012 |
| 2355655  | Insecure Proof                                                                                                                                           | 2012 |
| 2355666  | Unmade in China                                                                                                                                          | 2012 |
| 2355668  | Alleine Tanzen                                                                                                                                           | 2012 |
| 2355689  | La Culpa del Cordero                                                                                                                                     | 2012 |
| 2355691  | La mala luz                                                                                                                                              | 2012 |
| 2355693  | Landet som inte längre är                                                                                                                                | 2012 |
| 2355735  | Nieznane zycie Jana Pawla II                                                                                                                             | 2012 |
| 2355749  | Not Exactly Inside Man                                                                                                                                   | 2012 |
| 2355756  | The Last Nazi Hunter                                                                                                                                     | 2012 |
| 2355765  | Ordinary                                                                                                                                                 | 2012 |
| 2355775  | Paradise or Oblivion                                                                                                                                     | 2012 |
| 2355813  | Richard Thompson-Live at Celtic Connection                                                                                                               | 2012 |
| 2355823  | Sag Salim                                                                                                                                                | 2012 |
| 2355884  | Stone                                                                                                                                                    | 2012 |
| 2355891  | The Dead Men                                                                                                                                             | 2012 |
| 2355903  | The Mommy Returns                                                                                                                                        | 2012 |
| 2355913  | The Tale of the Voodoo Prostitute                                                                                                                        | 2012 |
| 2355921  | AquaTales                                                                                                                                                | 2012 |
| 2355961  | Waterwalk                                                                                                                                                | 2012 |
| 2356018  | Kholodnaya politika                                                                                                                                      | 2012 |
| 2356022  | Most nad bezdnoy                                                                                                                                         | 2012 |
| 2356076  | Cego Aderaldo: O Cantador e o Mito                                                                                                                       | 2012 |
| 2356360  | 4 bâtiments, face à la mer                                                                                                                               | 2012 |
| 2356374  | 74: The Reconstruction of a Struggle                                                                                                                     | 2012 |
| 2356380  | Babylon                                                                                                                                                  | 2012 |
| 2356384  | Hasta el sol tiene manchas                                                                                                                               | 2012 |
| 2356398  | Cabaret Crusades: The Path to Cairo                                                                                                                      | 2012 |
| 2356404  | I Am in Space                                                                                                                                            | 2012 |
| 2356408  | Dreamers                                                                                                                                                 | 2012 |
| 2356418  | White Epilepsy                                                                                                                                           | 2012 |
| 2356420  | Two Meters of This Land                                                                                                                                  | 2012 |
| 2356424  | Pénélope                                                                                                                                                 | 2012 |
| 2356426  | Le Halua Le                                                                                                                                              | 2012 |
| 2356428  | Être là                                                                                                                                                  | 2012 |
| 2356430  | Autoportrait                                                                                                                                             | 2012 |
| 2356474  | Un bon bain chaud                                                                                                                                        | 2012 |
| 2356490  | Khatyn                                                                                                                                                   | 2012 |
| 2356580  | Qman kasettakonthaihuajailormak                                                                                                                          | 2012 |
| 2356688  | Madhubaanakadai                                                                                                                                          | 2012 |
| 2356754  | Crossing Boundaries                                                                                                                                      | 2012 |
| 2356959  | Ajab Gazabb Love                                                                                                                                         | 2012 |
| 2356975  | Bathing Franky                                                                                                                                           | 2012 |
| 2357003  | Bound by Flesh                                                                                                                                           | 2012 |
| 2357023  | The Unfortunate Car                                                                                                                                      | 2012 |
| 2357067  | Frank Waln, Common Man, Nake Nula Waun                                                                                                                   | 2012 |
| 2357157  | La primavera                                                                                                                                             | 2012 |
| 2357181  | Lost Boys                                                                                                                                                | 2012 |
| 2357187  | Luminosity                                                                                                                                               | 2012 |
| 2357201  | Maman                                                                                                                                                    | 2012 |
| 2357208  | Run Baby Run                                                                                                                                             | 2012 |
| 2357211  | Mirza: The Untold Story                                                                                                                                  | 2012 |
| 2357293  | Rôdôsha kaikyû no akuyaku                                                                                                                                | 2012 |
| 2357309  | Seadrift vs. the Big Guy                                                                                                                                 | 2012 |
| 2357363  | Tabakoi - tabako de hajimaru koi monogatari                                                                                                              | 2012 |
| 2357389  | The Crime of the d'Autremont Brothers                                                                                                                    | 2012 |
| 2357401  | The Heart and Soul of Animal Rescue                                                                                                                      | 2012 |
| 2357453  | Underground: The Julian Assange Story                                                                                                                    | 2012 |
| 2357546  | Your Brother. Remember?                                                                                                                                  | 2012 |
| 2357608  | Child's Dream - Zwei Banker Auf Sinnsuche                                                                                                                | 2012 |
| 2357620  | Jürgen Klopp - Die Seele des Meisters                                                                                                                    | 2012 |
| 2357658  | 10 Williams                                                                                                                                              | 2012 |
| 2357664  | Sanandresito                                                                                                                                             | 2012 |
| 2357704  | Four Sundays in Spring                                                                                                                                   | 2012 |
| 2357790  | The Snow on the Pines                                                                                                                                    | 2012 |
| 2357912  | Good Morning                                                                                                                                             | 2012 |
| 2357958  | Marighella                                                                                                                                               | 2012 |
| 2358126  | Johnny, Pam, Ronny & Sam                                                                                                                                 | 2012 |
| 2358244  | Tending Fires                                                                                                                                            | 2012 |
| 2358424  | Karma Yodha                                                                                                                                              | 2012 |
| 2358452  | Beauty                                                                                                                                                   | 2012 |
| 2358504  | Im Fluss des Lebens                                                                                                                                      | 2012 |
| 2358514  | 4Some                                                                                                                                                    | 2012 |
| 2358572  | Route 42                                                                                                                                                 | 2012 |
| 2358838  | Anton's Right Here                                                                                                                                       | 2012 |
| 2358869  | Takaseem El Hob                                                                                                                                          | 2012 |
| 2358883  | Als das Wasser bergauf lief                                                                                                                              | 2012 |
| 2358887  | Aluna                                                                                                                                                    | 2012 |
| 2358899  | At the End of 8th Street                                                                                                                                 | 2012 |
| 2358903  | B.O.Y.D.                                                                                                                                                 | 2012 |
| 2358911  | Berserk: The Golden Age Arc II - The Battle for Doldrey                                                                                                  | 2012 |
| 2358917  | Billy on the Street: Distraction Round                                                                                                                   | 2012 |
| 2358919  | Black                                                                                                                                                    | 2012 |
| 2358933  | Cages of Shame                                                                                                                                           | 2012 |
| 2358937  | Cannibal Diner                                                                                                                                           | 2012 |
| 2358965  | Crònica d'una campanya                                                                                                                                   | 2012 |
| 2358985  | Death Is No Escape                                                                                                                                       | 2012 |
| 2358990  | July                                                                                                                                                     | 2012 |
| 2358992  | Growing in the Wind                                                                                                                                      | 2012 |
| 2358999  | Dinner at the No-Gos                                                                                                                                     | 2012 |
| 2359011  | Drive for Free: The Alternative Fuel Revolution                                                                                                          | 2012 |
| 2359031  | Endlings                                                                                                                                                 | 2012 |
| 2359043  | Esperanza P.Q.                                                                                                                                           | 2012 |
| 2359067  | Zalamea Borders                                                                                                                                          | 2012 |
| 2359081  | Gozaran: Time Passing                                                                                                                                    | 2012 |
| 2359082  | Dust Box                                                                                                                                                 | 2012 |
| 2359086  | Sleeping Giant: An Indian Football Story                                                                                                                 | 2012 |
| 2359137  | Last Ounce of Courage                                                                                                                                    | 2012 |
